Name,Age,Gender,Class/Dept,Joined,Occupation,Survived,Nationality
"PAINTIN, Mr James Arthur",29,Male,Victualling,Southampton,Captain's Steward (Tiger),0,English
"PALLES, Mr Thomas Henry Michael",45,Male,Engineering,Belfast,Greaser,0,English
"PARSONS, Mr Edward",37,Male,Victualling,Southampton,Chief Storekeeper (1st Class),0,English
"PARSONS, Mr Frank Alfred",26,Male,Engineering,Belfast,Senior 5th. Engineer,0,English
"PARSONS, Mr Richard Henry",18,Male,Victualling,Southampton,Saloon Steward (2nd class),0,English
"PASCOE, Mr Charles Henry",45,Male,Deck,Southampton,Able Seaman,1,English
"PEARCE, Mr Alfred Ernest",24,Male,Victualling,Southampton,Steward,0,Irish
"PEARCE, Mr John",33,Male,Engineering,Southampton,Fireman,1,English
"PEARCEY, Mr Albert Victor",25,Male,Victualling,Southampton,Pantry Steward (3rd Class),1,English
"PEDRINI, Sig. Alessandro",21,Male,Restaurant,Southampton,Assistant Waiter,0,Swiss
"PELHAM, Mr George",39,Male,Engineering,Southampton,Trimmer,1,English
"PENNAL, Mr Thomas Frederick Cohen",34,Male,Victualling,Southampton,Bathroom Steward (1st Class),0,English
"PENNY, Mr William Farr",31,Male,Victualling,Southampton,Assistant Saloon Steward (2nd Class),0,English
"PENROSE, Mr John Poole",49,Male,Victualling,Belfast,Bedroom Steward (1st Class),0,English
"PERACCHIO, Sig. Alberto",20,Male,Restaurant,Southampton,Assistant Waiter,0,Italian
"PERACCHIO, Sig. Sebastiano",17,Male,Restaurant,Southampton,Assistant Waiter,0,Italian
"PERKINS, Mr Laurence Alexander",22,Male,Victualling,Southampton,Telephone Operator Steward,0,English
"PERKIS, Mr Walter John",37,Male,Deck,Belfast,Quartermaster,1,English
"PEROTTI, Sig. Alfonso",20,Male,Restaurant,Southampton,Assistant Waiter,0,Italian
"PERREN, Mr William Charles",47,Male,Victualling,Southampton,Boots Steward (2nd class),0,English
"PERRITON, Mr Hubert Prouse",32,Male,Victualling,Southampton,Saloon Steward (1st class),0,English
"PERRY, Mr Edgar Lionel",19,Male,Engineering,Southampton,Trimmer,1,English
"PERRY, Mr Henry Frederick",23,Male,Engineering,Southampton,Trimmer,0,English
"PETERS, Mr William Chapman",26,Male,Deck,Southampton,Able Seaman,1,English
"PETTY, Mr Edwin Henry",25,Male,Victualling,Southampton,Bedroom Steward (2nd class),0,English
"PFROPPER, Mr Richard Paul Jozef",30,Male,Victualling,Southampton,Saloon Steward,1,German
"PHILLIMORE, Mr Harold Charles William",23,Male,Victualling,Belfast,Saloon Steward (2nd class),1,English
"PHILLIPS, Mr George",27,Male,Engineering,Southampton,Greaser,0,English
"PHILLIPS, Mr John George",25,Male,Victualling,Belfast,Telegraphist,0,English
"PHILLIPS, Mr Walter John",37,Male,Restaurant,Southampton,Storekeeper,0,English
"PIATTI, Sig. Louis",17,Male,Restaurant,Southampton,Assistant Waiter,0,French
"PIAZZA, Sig. Pompeo Gaspro",33,Male,Restaurant,Southampton,Waiter,0,English
"PITFIELD, Mr William James",25,Male,Engineering,Southampton,Greaser,0,English
"PITMAN, Mr Herbert John",34,Male,Deck Officers,Belfast,3rd. Officer,1,English
"PLATT, Mr Wilfred George",17,Male,Victualling,Southampton,Scullion,0,English
"PODESTA, Mr Alfred John Alexander",24,Male,Engineering,Southampton,Fireman,1,English
"POGGI, Sig. Emilio",28,Male,Restaurant,Southampton,Waiter,0,Italian
"POINGDESTRE, Mr John Thomas",27,Male,Deck,Southampton,Able Seaman,1,Channel Islander
"POND, Mr George",32,Male,Engineering,Southampton,Fireman,0,English
"POOK, Mr Percy Robert",36,Male,Victualling,Southampton,Assistant pantry steward,0,English
"PORT, Mr Frank",22,Male,Victualling,Southampton,Steward,1,English
"PORTEUS, Mr Thomas Henry",33,Male,Victualling,Southampton,Butcher,0,English
"PRANGNELL, Mr George Alexander",30,Male,Engineering,Southampton,Greaser,1,English
"PRENTICE, Mr Frank Winnold",23,Male,Victualling,Southampton,Storekeeper,1,English
"PRESTON, Mr Thomas Charles Alfred",20,Male,Engineering,Southampton,Trimmer,0,English
"PRICE, Mr Ernest Cyril",17,Male,Restaurant,Southampton,Barman,0,English
"PRICHARD, Mrs Alice Maud",36,Female,Victualling,Southampton,Stewardess,1,English
"PRIDEAUX, Mr John Arthur (Jack)",23,Male,Victualling,Southampton,3rd Class Steward,0,English
"PRIEST, Mr Arthur John",24,Male,Engineering,Southampton,Fireman,1,English
"PRIOR, Mr Harold John Arnold",20,Male,Victualling,Southampton,Steward (3rd Class),1,English
"PROCTOR, Mr Charles",45,Male,Victualling,Belfast,Chef,0,English
"PROUDFOOT, Mr Richard Royston",21,Male,Engineering,Southampton,Trimmer,0,English
"PRYCE, Mr Charles William",22,Male,Victualling,Southampton,Saloon Steward (1st class),0,English
"PUGH, Mr Alfred",20,Male,Victualling,Southampton,3rd Class Steward,1,English
"PUGH, Mr Arthur Percy",31,Male,Engineering,Southampton,Leading Fireman,0,English
"PUSEY, Mr William Robert Holland",22,Male,Engineering,Southampton,Fireman,1,English
"PUZEY, Mr John Edward",44,Male,Victualling,Belfast,Saloon Steward (1st class),0,English
"RANDALL, Mr Frank Henry",29,Male,Victualling,Southampton,Saloon Steward (2nd class),0,English
"RANGER, Mr Thomas",29,Male,Engineering,Southampton,Greaser,1,English
"RANSOM, Mr James Augustus",50,Male,Victualling,Belfast,Saloon Steward (1st class),0,English
"RATTENBURY, Mr William Henry",38,Male,Victualling,Belfast,Boots steward (1st class),0,Channel Islander
"RATTI, Sig. Enrico",21,Male,Restaurant,Southampton,Waiter,0,Italian
"RAY, Mr Frederick Dent",32,Male,Victualling,Belfast,Saloon Steward,1,English
"READ, Mr Joseph",20,Male,Engineering,Southampton,Trimmer,0,English
"REED, Mr Thomas Charles Prowse",54,Male,Victualling,Southampton,Bed Room Steward,0,English
"REEVES, Mr Frederick Simms",34,Male,Engineering,Southampton,Fireman,0,English
"REEVES, Mr Frederick Vernon Hilton",20,Male,Victualling,Belfast,Assistant Pantryman Steward,0,English
"REID, Mr Robert Thomas",31,Male,Engineering,Southampton,Trimmer,0,English
"RENTOWL, Mr Philip Charles Thomas",26,Male,Engineering,Southampton,Fireman,0,English
"REVELL, Mr William James Francis",31,Male,Victualling,Belfast,Saloon Steward (1st class),0,English
"RICALDONE, Sig. Rinaldo Renato",22,Male,Restaurant,Southampton,Assistant Waiter,0,Italian
"RICE, Mr Charles John",32,Male,Engineering,Southampton,Fireman,1,English
"RICE, Mr John Reginald",25,Male,Victualling,Southampton,1st Class Clerk,0,English
"RICE, Mr Percy",19,Male,Victualling,Southampton,3rd Class Steward,0,English
"RICHARDS, Mr Joseph James",30,Male,Engineering,Southampton,Fireman,0,English
"RICKMAN, Mr George Albert",36,Male,Engineering,Southampton,Fireman,0,English
"RICKS, Mr Cyril Gordon",22,Male,Victualling,Southampton,Storekeeper,0,English
"RIDOUT, Mr Walter George",29,Male,Victualling,Southampton,Second Class Saloon Steward,0,English
"RIGOZZI, Mr Abele",22,Male,Restaurant,Southampton,Assistant Waiter,0,Swiss
"RIMMER, Mr Gilbert",29,Male,Victualling,Southampton,Saloon Steward,0,English
"ROBERTON, Mr George Edward",19,Male,Victualling,Southampton,Assistant Saloon Steward (2nd Class),0,English
"ROBERTS, Mr Frank John",36,Male,Victualling,Belfast,Third Butcher,0,English
"ROBERTS, Mr Hugh H.",41,Male,Victualling,Belfast,Bed Room Steward,0,Welsh
"ROBERTS, Mr Robert George",35,Male,Engineering,Southampton,Fireman,0,English
"ROBERTS, Mrs Mary Kezia",41,Female,Victualling,Southampton,Stewardess,1,English
"ROBINSON, Mr James William",30,Male,Victualling,Southampton,Saloon Steward (1st class),0,English
"ROBINSON, Mrs Annie",47,Female,Victualling,Southampton,Stewardess,1,English
"ROGERS, Mr Edward James William",31,Male,Victualling,Southampton,Assistant Storekeeper,0,English
"ROGERS, Mr Michael Joseph",26,Male,Victualling,Southampton,Saloon Steward,0,Irish
"ROSS, Mr Horace Leopold",38,Male,Victualling,Southampton,Scullion,1,English
"ROTTA, Sig. Angelo Mario",23,Male,Restaurant,Southampton,Waiter,0,Italian
"ROUS, Mr Arthur John",26,Male,Engineering,Belfast,Plumber,0,English
"ROUSSEAU, Mr Pierre",48,Male,Restaurant,Southampton,Chef,0,French
"ROWE, Mr Edgar Maurice",31,Male,Victualling,Belfast,Saloon Steward (1st class),0,English
"ROWE, Mr George Thomas",31,Male,Deck,Belfast,Quartermaster,1,English
"RUDD, Mr Henry",24,Male,Engineering,Southampton,Engineers' storekeeper,0,English
"RULE, Mr Samuel James",58,Male,Victualling,Belfast,Bathroom Steward (1st Class),1,English
"RUSSELL, Mr Boysie Richard",17,Male,Victualling,Southampton,Saloon Steward (2nd class),0,English
"RUTTER, Mr Sidney Frank",26,Male,Engineering,Southampton,Fireman,0,English
"RYAN, Mr Thomas",28,Male,Victualling,Southampton,Steward,0,Channel Islander
"RYERSON, Mr William Edwy",33,Male,Victualling,Southampton,Saloon Steward (2nd class),1,Canadian
"SACCAGGI, Sig. Giovanni Giuseppe Emilio",24,Male,Restaurant,Southampton,Assistant Waiter,0,Italian
"SALUSSOLIA, Mr Govanni",25,Male,Restaurant,Southampton,Glass Man,0,Italian
"SAMUEL, Mr Owen Wilmore",47,Male,Victualling,Southampton,Saloon Steward (2nd class),0,Welsh
"SANGSTER, Mr Charles Edward",30,Male,Engineering,Southampton,Fireman,0,English
"SARTORI, Sig. Lazar",24,Male,Restaurant,Southampton,Assistant Glass Man,0,Italian
"SAUNDERS, Mr F.",22,Male,Engineering,Southampton,Fireman,0,English
"SAUNDERS, Mr Walter Ernest",25,Male,Engineering,Southampton,Trimmer,0,English
"SAUNDERS, Mr William Ernest",32,Male,Victualling,Southampton,Saloon Steward,0,English
"SAUNDERS, Mr William Henry",31,Male,Engineering,Southampton,Fireman,0,English
"SAVAGE, Mr Charles James",23,Male,Victualling,Southampton,Steward,1,English
"SAWYER, Mr Robert James",31,Male,Deck,Southampton,Window Cleaner,0,English
"SCARROTT, Mr Joseph George",33,Male,Deck,Southampton,Able Seaman,1,English
"SCAVINO, Sig. Candido",42,Male,Restaurant,Southampton,Carver,0,Italian
"SCOTT, Mr Archibald",42,Male,Engineering,Southampton,Fireman,0,Irish
"SCOTT, Mr Frederick William",28,Male,Engineering,Southampton,Greaser,1,English
"SCOTT, Mr John",20,Male,Victualling,Southampton,Assistant boots steward (1st Class),0,English
"SCOVELL, Mr Robert",55,Male,Victualling,Southampton,Saloon Steward (2nd class),0,English
"SEDUNARY, Mr Samuel Francis",25,Male,Victualling,Southampton,Second third class steward,0,English
"SELF, Mr Albert Charles Edward",24,Male,Engineering,Southampton,Fireman,1,English
"SELF, Mr Alfred Henry",39,Male,Engineering,Southampton,Greaser,0,English
"SENIOR, Mr Harry",31,Male,Engineering,Southampton,Fireman,1,English
"SESIA, Sig. Giacomo",24,Male,Restaurant,Southampton,Waiter,0,Italian
"SEWARD, Mr Wilfred Deable",25,Male,Victualling,Southampton,Chief Pantry Steward (2nd Class),1,English
"SHAW, Mr Henry",41,Male,Victualling,Southampton,Kitchen Porter,0,English
"SHEA, Mr John Joseph",39,Male,Victualling,Belfast,Saloon Steward (1st class),0,English
"SHEA, Mr Thomas",32,Male,Engineering,Southampton,Fireman,0,English
"SHEATH, Mr Frederick",20,Male,Engineering,Southampton,Trimmer,1,English
"SHEPHERD, Mr Jonathan",32,Male,Engineering,Southampton,Junior Assistant 2nd. Engineer,0,English
"SHIERS, Mr Alfred Charles",25,Male,Engineering,Southampton,Fireman,1,English
"SHILLABEER, Mr Charles Frederick",19,Male,Engineering,Southampton,Trimmer,0,English
"SHULVER, Mr Christopher Arthur",28,Male,Engineering,Southampton,Fireman,1,English
"SIEBERT, Mr Sidney Conrad",29,Male,Victualling,Belfast,Bed Room Steward,0,English
"SIMMONS, Mr Andrew George James",31,Male,Victualling,Southampton,Scullion,1,English
"SIMMONS, Mr Frederick Charles",24,Male,Victualling,Southampton,Saloon Steward,0,English
"SIMMONS, Mr William Simon Catcott",37,Male,Victualling,Southampton,Passage Cook,0,English
"SIMPSON, Dr John Edward",37,Male,Deck,Southampton,Assistant Surgeon,0,Irish
"SIVIER, Mr William",23,Male,Victualling,Southampton,Steward (3rd Class),0,English
"SKEATES, Mr William",23,Male,Engineering,Southampton,Trimmer,0,English
"SKINNER, Mr Edward",41,Male,Victualling,Belfast,Saloon Steward (1st class),0,English
"SLIGHT, Mr Harry John",33,Male,Victualling,Southampton,3rd Class Steward,0,English
"SLIGHT, Mr William Henry James",36,Male,Victualling,Belfast,Larder Cook,0,English
"SLOAN, Miss Mary Jane",45,Female,Victualling,Southampton,Stewardess,1,Irish
"SLOAN, Mr Peter",31,Male,Engineering,Belfast,Chief Electrician,0,English
"SLOCOMBE, Mrs Maude Louise",30,Female,Victualling,Southampton,Turkish Bath Stewardess,1,English
"SMALL, Mr William McMillan",42,Male,Engineering,Southampton,Leading Fireman,0,English
"SMILLIE, Mr John Downing",28,Male,Victualling,Belfast,Saloon Steward,0,Scottish
"SMITH, Captain Edward John",62,Male,Deck Officers,Southampton,Master,0,English
"SMITH, Miss Kate Elizabeth",44,Female,Victualling,Southampton,Stewardess,1,English
"SMITH, Mr Charles Edwin",39,Male,Victualling,Southampton,2nd Class Bedroom Steward,0,English
"SMITH, Mr Charles Henry James",45,Male,Victualling,Southampton,Kitchen Porter,0,English
"SMITH, Mr Ernest George",27,Male,Engineering,Southampton,Trimmer,0,English
"SMITH, Mr James Muil",39,Male,Engineering,Belfast,Junior 4th. Engineer,0,Scottish
"SMITH, Mr James William",24,Male,Victualling,Southampton,Assistant baker,0,English
"SMITH, Mr John Richard Jago",35,Male,Postal Clerk,Southampton,Postal Clerk / Postman,0,English
"SMITH, Mr Reginald George",33,Male,Victualling,Southampton,Saloon Steward (1st class),0,English
"SMITH, Mr William",26,Male,Deck,Southampton,Seaman,0,English
"SMITHER, Mr Harry James",22,Male,Engineering,Southampton,Fireman,0,English
"SNAPE, Mrs Lucy Violet",22,Female,Victualling,Southampton,Stewardess,0,English
"SNELLGROVE, Mr George",41,Male,Engineering,Southampton,Fireman,0,English
"SNOOK, Mr William Henry",25,Male,Engineering,Southampton,Trimmer,0,English
"SNOW, Mr Eustace Philip",21,Male,Engineering,Southampton,Trimmer,1,English
"SPARKMAN, Mr Henry William",36,Male,Engineering,Southampton,Fireman,1,English
"STAGG, Mr John Henry",38,Male,Victualling,Southampton,Saloon Steward,0,English
"STANBROOK, Mr  Augustus George",31,Male,Engineering,Southampton,Fireman,0,English
"STAP, Miss Sarah Agnes",47,Female,Victualling,Southampton,Stewardess,1,English
"STEBBINGS, Mr Sydney Frederick",36,Male,Victualling,Belfast,Chief Boots Steward (1st Class),0,English
"STEEL, Mr Robert Edward",30,Male,Engineering,Southampton,Trimmer,0,Channel Islander
"STEWART, Mr John",28,Male,Victualling,Belfast,Verandah Steward,1,Scottish
"STOCKER, Mr Henry Dorey",20,Male,Engineering,Southampton,Trimmer,0,English
"STONE, Mr Edmund",33,Male,Victualling,Southampton,1st Class Bedroom Steward,0,English
"STONE, Mr Edward Thomas",29,Male,Victualling,Southampton,Bedroom Steward (2nd class),0,English
"STREET, Mr Thomas Albert",25,Male,Engineering,Southampton,Fireman,1,English
"STROUD, Mr Edward Alfred Orlando",19,Male,Victualling,Southampton,Saloon Steward (2nd class),0,English
"STROUD, Mr Harry John",35,Male,Victualling,Southampton,Saloon Steward,0,English
"STRUGNELL, Mr John Herbert",34,Male,Victualling,Belfast,Saloon Steward (1st class),0,English
"STUBBINGS, Mr Harry Robert",31,Male,Victualling,Belfast,2nd. Class Cook,0,English
"STUBBS, Mr James Henry",28,Male,Engineering,Southampton,Fireman,0,English
"SWAN, Mr William",48,Male,Victualling,Belfast,1st Class Bedroom Steward,0,Irish
"SYMONDS, Mr John Crane",44,Male,Victualling,Belfast,Saloon Steward,0,English
"SYMONS, Mr George Thomas Macdonald",24,Male,Deck,Southampton,Lookout,1,English
"TALBOT, Mr George Frederick Charles",20,Male,Victualling,Southampton,Steward,0,English
"TAMLYN, Mr Frederick",23,Male,Deck,Southampton,Mess Steward (Deck Dept.),0,English
"TAYLOR, Mr Bernard Cuthbert",22,Male,Victualling,Southampton,3rd Class Steward,0,English
"TAYLOR, Mr Charles William Frederick",40,Male,Deck,Southampton,Able-bodied Seaman,0,English
"TAYLOR, Mr George",23,Male,Engineering,Southampton,Fireman,1,English
"TAYLOR, Mr J.",42,Male,Engineering,Southampton,Fireman,0,English
"TAYLOR, Mr John Henry",49,Male,Engineering,Southampton,Fireman,0,English
"TAYLOR, Mr Leonard",19,Male,Victualling,Southampton,Turkish Bath Attendant,0,English
"TAYLOR, Mr William Henry",28,Male,Engineering,Southampton,Fireman,1,English
"TAYLOR, Mr William John",31,Male,Victualling,Southampton,Saloon Steward (1st class),0,English
"TERRELL, Mr Bertram",19,Male,Deck,Southampton,Seaman,0,English
"TERRILL, Mr Frank",27,Male,Victualling,Southampton,Assistant Saloon Steward,1,English
"TESTONI, Sig. Ercole",23,Male,Restaurant,Southampton,Assistant Glass Man,0,Italian
"TEUTON, Mr Thomas Moore",35,Male,Victualling,Southampton,Saloon Steward,0,English
"THALER, Mr Montague Donald",17,Male,Victualling,Southampton,Steward (3rd Class),0,English
"THEISSINGER, Mr Alfred",46,Male,Victualling,Southampton,Bed Room Steward,1,German
"THOMAS, Mr Albert Charles",23,Male,Victualling,Southampton,Saloon Steward,1,English
"THOMAS, Mr Benjamin James",30,Male,Victualling,Belfast,Saloon Steward,1,English
"THOMAS, Mr Joseph Wakefield",23,Male,Engineering,Southampton,Fireman,0,English
"THOMPSON, Mr Herbert Henry",25,Male,Victualling,Belfast,2nd (Assistant) Storekeeper,0,English
"THOMPSON, Mr John William",36,Male,Engineering,Southampton,Fireman,1,English
"THORLEY, Mr William Gordon",41,Male,Victualling,Southampton,Cook,0,English
"THORN, Mr Harry",25,Male,Victualling,Southampton,Assistant Ship's Cook,0,English
"THRELFALL, Mr Thomas",44,Male,Engineering,Southampton,Leading Fireman,1,English
"THRESHER, Mr George Terrill",25,Male,Engineering,Southampton,Fireman,1,English
"TIETZ, Sig. Carlo/Karl",27,Male,Restaurant,Southampton,Kitchen Porter,0,German
"TIZARD, Mr Arthur Leopold",31,Male,Engineering,Southampton,Fireman,0,English
"TOMS, Mr Fred",29,Male,Victualling,Belfast,Saloon Steward,1,English
"TOPP, Mr Thomas",27,Male,Victualling,Southampton,2nd Butcher,0,English
"TOSHACK, Mr James Adamson",30,Male,Victualling,Southampton,Saloon Steward (1st class),0,Scottish
"TOZER, Mr James",32,Male,Engineering,Southampton,Greaser,0,English
"TRIGGS, Mr Robert",41,Male,Engineering,Southampton,Fireman,1,English
"TURLEY, Mr Richard",37,Male,Engineering,Belfast,Fireman,0,Irish
"TURNER, Mr George Frederick",42,Male,Victualling,Southampton,Stenographer,0,English
"TURNER, Mr Leopold Olerenshaw",28,Male,Victualling,Belfast,Saloon Steward (1st class),0,English
"TURVEY, Mr Charles Thomas",17,Male,Restaurant,Southampton,Page Boy,0,English
"URBINI, Sig. Roberto",20,Male,Restaurant,Southampton,Waiter,0,Italian
"VALVASSORI, Sig. Ettore Luigi",35,Male,Restaurant,Southampton,Waiter,0,"Italian, English"
"VAN DER BRUGGE, Mr Wessel Adrianus",38,Male,Engineering,Southampton,Fireman,0,Dutch
"VEAL, Mr Arthur",36,Male,Engineering,Southampton,Greaser,0,English
"VEAL, Mr Thomas Henry Edom",38,Male,Victualling,Southampton,Saloon Steward (1st class),0,English
"VEAR, Mr Henry",33,Male,Engineering,Southampton,Fireman,0,English
"VEAR, Mr William",34,Male,Engineering,Southampton,Fireman,0,English
"VICAT, Sig. Alphonse Jean Eugene",21,Male,Restaurant,Southampton,Cook,0,French
"VIGOTT, Mr Philip Francis",32,Male,Deck,Southampton,Able Seaman,1,Channel Islander
"VILLVARLANGE, Mr Pierre Léon Gabriel",19,Male,Restaurant,Southampton,Assistant Soup Cook,0,French
"VINE, Mr Herbert Thomas Gordon",17,Male,Restaurant,Southampton,Assistant Restaurant Controller,0,English
"VIONI, Sig. Roberto",25,Male,Restaurant,Southampton,Waiter,0,Italian
"VöGELIN-DUBACH, Sig. Johannes",35,Male,Restaurant,Southampton,Coffee Man,0,Swiss
"WAKE, Mr Percy",37,Male,Victualling,Southampton,Assistant baker,0,English
"WALLIS, Mrs Catherine Jane",36,Female,Victualling,Southampton,Matron,0,English
"WALPOLE, Mr James",48,Male,Victualling,Belfast,Chief Pantryman Steward,0,English
"WALSH,  Kate",42,Female,Victualling,Southampton,Stewardess,0,Irish
"WARD, Mr Arthur",23,Male,Engineering,Belfast,Junior Assistant 4th. Engineer,0,English
"WARD, Mr Edward Bryon",34,Male,Victualling,Belfast,Bed Room Steward,0,English
"WARD, Mr James William",31,Male,Engineering,Southampton,Leading Fireman,0,English
"WARD, Mr Percy Thomas",40,Male,Victualling,Belfast,Bedroom Steward (1st Class),0,English
"WARD, Mr William",37,Male,Victualling,Southampton,Saloon Steward,1,English
"WARDNER, Mr Fred Albert",40,Male,Engineering,Southampton,Fireman,0,English
"WAREHAM, Mr Robert Arthur",37,Male,Victualling,Belfast,Bed Room Steward,0,English
"WARWICK, Mr Tom",25,Male,Victualling,Southampton,Saloon Steward,0,English
"WATERIDGE, Mr Edward Lewis",26,Male,Engineering,Southampton,Fireman,0,English
"WATSON, Mr William",27,Male,Engineering,Southampton,Fireman,0,English
"WATSON, Mr William Albert",14,Male,Victualling,Southampton,Bell Boy,0,English
"WEATHERSTON, Mr Thomas Herbert",25,Male,Victualling,Belfast,Saloon Steward (1st class),0,English
"WEBB, Mr Brook Holding",50,Male,Victualling,Belfast,Smoke Room Steward (1st class),0,English
"WEBB, Mr Samuel Francis",28,Male,Engineering,Southampton,Trimmer,0,English
"WEBBER, Mr Francis Albert",30,Male,Engineering,Southampton,Leading Fireman,0,English
"WEIKMAN, Mr Augustus Henry",52,Male,Victualling,Southampton,Barber,1,American
"WELCH, Mr William Harold",21,Male,Victualling,Southampton,Cook,0,English
"WELLER, Mr William Clifford",30,Male,Deck,Belfast,Able-bodied Seaman,1,English
"WHEAT, Mr Joseph Thomas",30,Male,Victualling,Belfast,Assistant Second Steward,1,English
"WHEELTON, Mr Edenser Edward",28,Male,Victualling,Belfast,Saloon Steward (1st class),1,English
"WHITE, Mr Albert",17,Male,Engineering,Southampton,Trimmer,0,English
"WHITE, Mr Alfred",32,Male,Engineering,Southampton,Greaser,1,English
"WHITE, Mr Arthur",37,Male,Victualling,Southampton,Assistant Barber (1st Class),0,English
"WHITE, Mr Edward Joseph",27,Male,Victualling,Southampton,Glory hole steward (3rd class),0,English
"WHITE, Mr Frank Leonard",27,Male,Engineering,Southampton,Trimmer,0,English
"WHITE, Mr Leonard Lisle Oliver",32,Male,Victualling,Belfast,Saloon Steward,0,Australian
"WHITE, Mr William George",23,Male,Engineering,Southampton,Trimmer,1,English
"WHITELEY, Mr Thomas Arthur",18,Male,Victualling,Southampton,Saloon Steward,1,English
"WHITFORD, Mr Alfred Henry",39,Male,Victualling,Southampton,"Saloon Steward, 2nd Class",0,Channel Islander
"WIDGERY, Mr Isaac George",37,Male,Victualling,Southampton,Bath Steward,1,English
"WILDE, Mr Henry Tingle",39,Male,Deck Officers,Southampton,Chief Officer,0,English
"WILLIAMS, Mr Arthur John",42,Male,Victualling,Southampton,Storekeeper (1st Class),0,English
"WILLIAMS, Mr Samuel Solomon",28,Male,Engineering,Southampton,Fireman,0,English
"WILLIAMS, Mr Walter John",28,Male,Victualling,Southampton,Saloon Steward (2nd class),1,English
"WILLIAMSON, Mr James Bertram",35,Male,Postal Clerk,Southampton,Postal Clerk / Postman,0,Irish
"WILLIS, Mr William",59,Male,Victualling,Southampton,3rd Class Packer Steward,0,English
"WILLSHER, Mr William Aubrey",33,Male,Victualling,Southampton,Butcher,0,English
"WILSON, Mr Bertie",27,Male,Engineering,Belfast,Senior Assistant 2nd Engineer,0,English
"WILTON, Mr William Edward",53,Male,Engineering,Southampton,Trimmer,0,English
"WINDEBANK, Mr Alfred Edgar",38,Male,Victualling,Southampton,Cook,1,English
"WINSER, Mr Rowland",36,Male,Victualling,Southampton,Steward,0,English
"WITCHER, Mr Albert Ernest",39,Male,Engineering,Southampton,Fireman,0,English
"WITT, Mr Henry Dennis",37,Male,Engineering,Southampton,Fireman,0,English
"WITTER, Mr James William Cheetham",31,Male,Victualling,Southampton,Smoke Room Steward (2nd Class),1,English
"WITTMAN, Mr Henry",38,Male,Victualling,Southampton,Bathroom Steward (1st Class),0,Austrian
"WITTS, Mr William Francis",35,Male,Engineering,Southampton,Trimmer,0,English
"WOOD, Mr Henry",31,Male,Engineering,Southampton,Trimmer,0,English
"WOOD, Mr James Thomas",49,Male,Victualling,Southampton,"Assistant Saloon Steward, 2nd Class",0,English
"WOODFORD, Mr Frederick Ernest",40,Male,Engineering,Southampton,Greaser,0,English
"WOODY, Mr Oscar Scott",41,Male,Postal Clerk,Southampton,Postal Clerk / Postman,0,American
"WORMALD, Mr Henry Frederick Charles",45,Male,Victualling,Southampton,Saloon Steward,0,English
"WORTHMAN, Mr William Henry",37,Male,Engineering,Southampton,Fireman,0,English
"WRAPSON, Mr Frederick Bernard",18,Male,Victualling,Belfast,Assistant Pantryman Steward,0,English
"WRIGHT, Mr Frederick",24,Male,Victualling,Southampton,Squash racquet court attendant,0,English
"WRIGHT, Mr William",47,Male,Victualling,Southampton,Glory Hole Steward,1,English
"WYETH, Mr James Robert",25,Male,Engineering,Southampton,Fireman,0,English
"WYNN, Mr William",41,Male,Deck,Belfast,Quartermaster,1,English
"YEARSLEY, Mr Harry",40,Male,Victualling,Southampton,First class saloon steward,1,English
"YOUNG, Mr Francis James",32,Male,Engineering,Southampton,Fireman,0,English
"ZANETTI, Sig. Minio",20,Male,Restaurant,Southampton,Assistant Waiter,0,Swiss
"ZARRACCHI, Sig. L.",26,Male,Restaurant,Southampton,Wine Butler,0,Italian